COD_MUNICIPIO;MES;SEXO;Muertes;MUNICIPIO
130;12;Masculino;5;CAJIBÍO
130;12;Masculino;5;CALARCÁ
130;12;Masculino;5;CANDELARIA
130;12;Femenino;1;CAJIBÍO
130;12;Femenino;1;CALARCÁ
130;12;Femenino;1;CANDELARIA
131;10;Masculino;1;CALDAS
132;3;Masculino;1;CAMPOALEGRE
132;3;Masculino;1;CALIFORNIA
132;4;Femenino;1;CAMPOALEGRE
132;4;Femenino;1;CALIFORNIA
132;5;Masculino;2;CAMPOALEGRE
132;5;Masculino;2;CALIFORNIA
132;8;Masculino;6;CAMPOALEGRE
132;8;Masculino;6;CALIFORNIA
132;8;Femenino;1;CAMPOALEGRE
132;8;Femenino;1;CALIFORNIA
132;9;Masculino;1;CAMPOALEGRE
132;9;Masculino;1;CALIFORNIA
132;10;Masculino;1;CAMPOALEGRE
132;10;Masculino;1;CALIFORNIA
132;11;Masculino;1;CAMPOALEGRE
132;11;Masculino;1;CALIFORNIA
132;12;Masculino;2;CAMPOALEGRE
132;12;Masculino;2;CALIFORNIA
132;12;Femenino;1;CAMPOALEGRE
132;12;Femenino;1;CALIFORNIA
134;5;Masculino;1;CAMPAMENTO
134;7;Masculino;1;CAMPAMENTO
135;11;Femenino;1;EL CANTÓN SAN PABLO
137;2;Masculino;1;CAMPO DE LA CRUZ
137;2;Masculino;1;CALDONO
137;8;Masculino;1;CAMPO DE LA CRUZ
137;8;Masculino;1;CALDONO
137;9;Masculino;4;CAMPO DE LA CRUZ
137;9;Masculino;4;CALDONO
137;12;Masculino;3;CAMPO DE LA CRUZ
137;12;Masculino;3;CALDONO
138;4;Masculino;2;CAÑASGORDAS
138;5;Masculino;2;CAÑASGORDAS
138;6;Masculino;1;CAÑASGORDAS
138;8;Masculino;1;CAÑASGORDAS
138;10;Masculino;2;CAÑASGORDAS
138;11;Masculino;1;CAÑASGORDAS
139;3;Masculino;2;MANÍ
139;4;Masculino;1;MANÍ
139;10;Masculino;1;MANÍ
139;12;Masculino;1;MANÍ
139;12;Femenino;1;MANÍ
140;1;Masculino;1;CALAMAR
140;3;Masculino;1;CALAMAR
140;4;Masculino;1;CALAMAR
140;8;Femenino;1;CALAMAR
140;9;Masculino;1;CALAMAR
141;2;Masculino;1;CANDELARIA
141;12;Masculino;1;CANDELARIA
142;1;Masculino;1;CARACOLÍ
142;1;Masculino;1;CALOTO
142;2;Masculino;4;CARACOLÍ
142;2;Masculino;4;CALOTO
142;4;Masculino;1;CARACOLÍ
142;4;Masculino;1;CALOTO
142;5;Masculino;4;CARACOLÍ
142;5;Masculino;4;CALOTO
142;6;Masculino;5;CARACOLÍ
142;6;Masculino;5;CALOTO
142;7;Masculino;1;CARACOLÍ
142;7;Masculino;1;CALOTO
142;8;Masculino;4;CARACOLÍ
142;8;Masculino;4;CALOTO
142;9;Masculino;1;CARACOLÍ
142;9;Masculino;1;CALOTO
142;9;Femenino;1;CARACOLÍ
142;9;Femenino;1;CALOTO
142;10;Masculino;5;CARACOLÍ
142;10;Masculino;5;CALOTO
142;11;Masculino;1;CARACOLÍ
142;11;Masculino;1;CALOTO
142;12;Masculino;5;CARACOLÍ
142;12;Masculino;5;CALOTO
142;12;Femenino;1;CARACOLÍ
142;12;Femenino;1;CALOTO
147;1;Masculino;6;CAREPA
147;1;Masculino;6;CAPITANEJO
147;1;Masculino;6;CARTAGO
147;1;Femenino;1;CAREPA
147;1;Femenino;1;CAPITANEJO
147;1;Femenino;1;CARTAGO
147;2;Masculino;1;CAREPA
147;2;Masculino;1;CAPITANEJO
147;2;Masculino;1;CARTAGO
147;2;Femenino;2;CAREPA
147;2;Femenino;2;CAPITANEJO
147;2;Femenino;2;CARTAGO
147;3;Masculino;5;CAREPA
147;3;Masculino;5;CAPITANEJO
147;3;Masculino;5;CARTAGO
147;4;Masculino;4;CAREPA
147;4;Masculino;4;CAPITANEJO
147;4;Masculino;4;CARTAGO
147;4;Femenino;1;CAREPA
147;4;Femenino;1;CAPITANEJO
147;4;Femenino;1;CARTAGO
147;5;Masculino;8;CAREPA
147;5;Masculino;8;CAPITANEJO
147;5;Masculino;8;CARTAGO
147;5;Femenino;1;CAREPA
147;5;Femenino;1;CAPITANEJO
147;5;Femenino;1;CARTAGO
147;6;Masculino;7;CAREPA
147;6;Masculino;7;CAPITANEJO
147;6;Masculino;7;CARTAGO
147;7;Masculino;6;CAREPA
147;7;Masculino;6;CAPITANEJO
147;7;Masculino;6;CARTAGO
147;7;Femenino;1;CAREPA
147;7;Femenino;1;CAPITANEJO
147;7;Femenino;1;CARTAGO
147;8;Masculino;10;CAREPA
147;8;Masculino;10;CAPITANEJO
147;8;Masculino;10;CARTAGO
147;9;Masculino;7;CAREPA
147;9;Masculino;7;CAPITANEJO
147;9;Masculino;7;CARTAGO
147;9;Femenino;1;CAREPA
147;9;Femenino;1;CAPITANEJO
147;9;Femenino;1;CARTAGO
147;10;Masculino;2;CAREPA
147;10;Masculino;2;CAPITANEJO
147;10;Masculino;2;CARTAGO
147;11;Masculino;2;CAREPA
147;11;Masculino;2;CAPITANEJO
147;11;Masculino;2;CARTAGO
147;11;Femenino;1;CAREPA
147;11;Femenino;1;CAPITANEJO
147;11;Femenino;1;CARTAGO
147;12;Masculino;4;CAREPA
147;12;Masculino;4;CAPITANEJO
147;12;Masculino;4;CARTAGO
148;2;Masculino;1;EL CARMEN DE VIBORAL
148;2;Masculino;1;CAPARRAPÍ
148;2;Masculino;1;CARMEN DE APICALÁ
148;3;Masculino;1;EL CARMEN DE VIBORAL
148;3;Masculino;1;CAPARRAPÍ
148;3;Masculino;1;CARMEN DE APICALÁ
148;5;Masculino;1;EL CARMEN DE VIBORAL
148;5;Masculino;1;CAPARRAPÍ
148;5;Masculino;1;CARMEN DE APICALÁ
148;6;Masculino;1;EL CARMEN DE VIBORAL
148;6;Masculino;1;CAPARRAPÍ
148;6;Masculino;1;CARMEN DE APICALÁ
148;7;Masculino;3;EL CARMEN DE VIBORAL
148;7;Masculino;3;CAPARRAPÍ
148;7;Masculino;3;CARMEN DE APICALÁ
148;8;Masculino;1;EL CARMEN DE VIBORAL
148;8;Masculino;1;CAPARRAPÍ
148;8;Masculino;1;CARMEN DE APICALÁ
148;10;Masculino;3;EL CARMEN DE VIBORAL
148;10;Masculino;3;CAPARRAPÍ
148;10;Masculino;3;CARMEN DE APICALÁ
148;11;Masculino;2;EL CARMEN DE VIBORAL
148;11;Masculino;2;CAPARRAPÍ
148;11;Masculino;2;CARMEN DE APICALÁ
148;12;Masculino;1;EL CARMEN DE VIBORAL
148;12;Masculino;1;CAPARRAPÍ
148;12;Masculino;1;CARMEN DE APICALÁ
150;1;Masculino;2;CAROLINA
150;1;Masculino;2;CARTAGENA DEL CHAIRÁ
150;1;Masculino;2;CARMEN DEL DARIÉN
150;1;Masculino;2;CASTILLA LA NUEVA
150;3;Masculino;2;CAROLINA
150;3;Masculino;2;CARTAGENA DEL CHAIRÁ
150;3;Masculino;2;CARMEN DEL DARIÉN
150;3;Masculino;2;CASTILLA LA NUEVA
150;4;Masculino;1;CAROLINA
150;4;Masculino;1;CARTAGENA DEL CHAIRÁ
150;4;Masculino;1;CARMEN DEL DARIÉN
150;4;Masculino;1;CASTILLA LA NUEVA
150;5;Femenino;1;CAROLINA
150;5;Femenino;1;CARTAGENA DEL CHAIRÁ
150;5;Femenino;1;CARMEN DEL DARIÉN
150;5;Femenino;1;CASTILLA LA NUEVA
150;6;Masculino;1;CAROLINA
150;6;Masculino;1;CARTAGENA DEL CHAIRÁ
150;6;Masculino;1;CARMEN DEL DARIÉN
150;6;Masculino;1;CASTILLA LA NUEVA
150;7;Masculino;3;CAROLINA
150;7;Masculino;3;CARTAGENA DEL CHAIRÁ
150;7;Masculino;3;CARMEN DEL DARIÉN
150;7;Masculino;3;CASTILLA LA NUEVA
150;9;Masculino;2;CAROLINA
150;9;Masculino;2;CARTAGENA DEL CHAIRÁ
150;9;Masculino;2;CARMEN DEL DARIÉN
150;9;Masculino;2;CASTILLA LA NUEVA
150;10;Masculino;2;CAROLINA
150;10;Masculino;2;CARTAGENA DEL CHAIRÁ
150;10;Masculino;2;CARMEN DEL DARIÉN
150;10;Masculino;2;CASTILLA LA NUEVA
150;11;Masculino;1;CAROLINA
150;11;Masculino;1;CARTAGENA DEL CHAIRÁ
150;11;Masculino;1;CARMEN DEL DARIÉN
150;11;Masculino;1;CASTILLA LA NUEVA
150;11;Femenino;1;CAROLINA
150;11;Femenino;1;CARTAGENA DEL CHAIRÁ
150;11;Femenino;1;CARMEN DEL DARIÉN
150;11;Femenino;1;CASTILLA LA NUEVA
150;12;Masculino;2;CAROLINA
150;12;Masculino;2;CARTAGENA DEL CHAIRÁ
150;12;Masculino;2;CARMEN DEL DARIÉN
150;12;Masculino;2;CASTILLA LA NUEVA
151;2;Femenino;1;CÁQUEZA
151;7;Masculino;1;CÁQUEZA
152;2;Masculino;1;CARCASÍ
152;2;Masculino;1;CASABIANCA
152;3;Masculino;1;CARCASÍ
152;3;Masculino;1;CASABIANCA
152;9;Masculino;1;CARCASÍ
152;9;Masculino;1;CASABIANCA
152;12;Masculino;1;CARCASÍ
152;12;Masculino;1;CASABIANCA
154;1;Masculino;9;CAUCASIA
154;1;Masculino;9;CARMEN DE CARUPA
154;2;Masculino;14;CAUCASIA
154;2;Masculino;14;CARMEN DE CARUPA
154;2;Femenino;5;CAUCASIA
154;2;Femenino;5;CARMEN DE CARUPA
154;3;Masculino;12;CAUCASIA
154;3;Masculino;12;CARMEN DE CARUPA
154;4;Masculino;9;CAUCASIA
154;4;Masculino;9;CARMEN DE CARUPA
154;4;Femenino;3;CAUCASIA
154;4;Femenino;3;CARMEN DE CARUPA
154;5;Masculino;13;CAUCASIA
154;5;Masculino;13;CARMEN DE CARUPA
154;6;Masculino;5;CAUCASIA
154;6;Masculino;5;CARMEN DE CARUPA
154;7;Masculino;13;CAUCASIA
154;7;Masculino;13;CARMEN DE CARUPA
154;7;Femenino;1;CAUCASIA
154;7;Femenino;1;CARMEN DE CARUPA
154;8;Masculino;7;CAUCASIA
154;8;Masculino;7;CARMEN DE CARUPA
154;9;Masculino;11;CAUCASIA
154;9;Masculino;11;CARMEN DE CARUPA
154;9;Femenino;1;CAUCASIA
154;9;Femenino;1;CARMEN DE CARUPA
154;10;Masculino;11;CAUCASIA
154;10;Masculino;11;CARMEN DE CARUPA
154;11;Masculino;12;CAUCASIA
154;11;Masculino;12;CARMEN DE CARUPA
154;11;Femenino;3;CAUCASIA
154;11;Femenino;3;CARMEN DE CARUPA
154;11;No Definido;1;CAUCASIA
154;11;No Definido;1;CARMEN DE CARUPA
154;12;Masculino;7;CAUCASIA
154;12;Masculino;7;CARMEN DE CARUPA
154;12;Femenino;1;CAUCASIA
154;12;Femenino;1;CARMEN DE CARUPA
160;4;Femenino;1;CANTAGALLO
160;4;Femenino;1;CÉRTEGUI
160;4;Femenino;1;CEPITÁ
160;10;Masculino;1;CANTAGALLO
160;10;Masculino;1;CÉRTEGUI
160;10;Masculino;1;CEPITÁ
161;11;Masculino;1;CERRO DE SAN ANTONIO
161;11;Masculino;1;CARURÚ
162;1;Masculino;2;CERINZA
162;1;Masculino;2;MONTERREY
162;1;Masculino;2;CERETÉ
162;1;Masculino;2;CERRITO
162;2;Masculino;3;CERINZA
162;2;Masculino;3;MONTERREY
162;2;Masculino;3;CERETÉ
162;2;Masculino;3;CERRITO
162;3;Masculino;4;CERINZA
162;3;Masculino;4;MONTERREY
162;3;Masculino;4;CERETÉ
162;3;Masculino;4;CERRITO
162;4;Masculino;2;CERINZA
162;4;Masculino;2;MONTERREY
162;4;Masculino;2;CERETÉ
162;4;Masculino;2;CERRITO
162;5;Masculino;1;CERINZA
162;5;Masculino;1;MONTERREY
162;5;Masculino;1;CERETÉ
162;5;Masculino;1;CERRITO
162;8;Masculino;2;CERINZA
162;8;Masculino;2;MONTERREY
162;8;Masculino;2;CERETÉ
162;8;Masculino;2;CERRITO
162;9;Masculino;2;CERINZA
162;9;Masculino;2;MONTERREY
162;9;Masculino;2;CERETÉ
162;9;Masculino;2;CERRITO
162;10;Masculino;1;CERINZA
162;10;Masculino;1;MONTERREY
162;10;Masculino;1;CERETÉ
162;10;Masculino;1;CERRITO
162;11;Masculino;1;CERINZA
162;11;Masculino;1;MONTERREY
162;11;Masculino;1;CERETÉ
162;11;Masculino;1;CERRITO
162;12;Masculino;1;CERINZA
162;12;Masculino;1;MONTERREY
162;12;Masculino;1;CERETÉ
162;12;Masculino;1;CERRITO
168;1;Masculino;1;CHIMÁ
168;1;Masculino;1;CHAPARRAL
168;2;Masculino;2;CHIMÁ
168;2;Masculino;2;CHAPARRAL
168;2;Femenino;1;CHIMÁ
168;2;Femenino;1;CHAPARRAL
168;3;Masculino;3;CHIMÁ
168;3;Masculino;3;CHAPARRAL
168;5;Masculino;1;CHIMÁ
168;5;Masculino;1;CHAPARRAL
168;7;Masculino;2;CHIMÁ
168;7;Masculino;2;CHAPARRAL
168;8;Masculino;2;CHIMÁ
168;8;Masculino;2;CHAPARRAL
168;9;Masculino;1;CHIMÁ
168;9;Masculino;1;CHAPARRAL
168;10;Masculino;1;CHIMÁ
168;10;Masculino;1;CHAPARRAL
168;11;Masculino;2;CHIMÁ
168;11;Masculino;2;CHAPARRAL
168;12;Masculino;2;CHIMÁ
168;12;Masculino;2;CHAPARRAL
170;1;Masculino;1;CHIVOLO
170;1;Masculino;1;DOSQUEBRADAS
170;1;Femenino;1;CHIVOLO
170;1;Femenino;1;DOSQUEBRADAS
170;2;Masculino;1;CHIVOLO
170;2;Masculino;1;DOSQUEBRADAS
170;4;Masculino;2;CHIVOLO
170;4;Masculino;2;DOSQUEBRADAS
170;4;Femenino;1;CHIVOLO
170;4;Femenino;1;DOSQUEBRADAS
170;5;Masculino;1;CHIVOLO
170;5;Masculino;1;DOSQUEBRADAS
170;6;Masculino;2;CHIVOLO
170;6;Masculino;2;DOSQUEBRADAS
170;7;Masculino;4;CHIVOLO
170;7;Masculino;4;DOSQUEBRADAS
170;7;Femenino;1;CHIVOLO
170;7;Femenino;1;DOSQUEBRADAS
170;8;Masculino;5;CHIVOLO
170;8;Masculino;5;DOSQUEBRADAS
170;9;Masculino;2;CHIVOLO
170;9;Masculino;2;DOSQUEBRADAS
170;9;Femenino;2;CHIVOLO
170;9;Femenino;2;DOSQUEBRADAS
170;10;Masculino;1;CHIVOLO
170;10;Masculino;1;DOSQUEBRADAS
170;11;Masculino;4;CHIVOLO
170;11;Masculino;4;DOSQUEBRADAS
170;12;Masculino;2;CHIVOLO
170;12;Masculino;2;DOSQUEBRADAS
172;1;Masculino;7;CHIGORODÓ
172;1;Masculino;7;CHINÁCOTA
172;2;Masculino;1;CHIGORODÓ
172;2;Masculino;1;CHINÁCOTA
172;3;Masculino;1;CHIGORODÓ
172;3;Masculino;1;CHINÁCOTA
172;4;Masculino;1;CHIGORODÓ
172;4;Masculino;1;CHINÁCOTA
172;5;Masculino;4;CHIGORODÓ
172;5;Masculino;4;CHINÁCOTA
172;6;Masculino;4;CHIGORODÓ
172;6;Masculino;4;CHINÁCOTA
172;7;Masculino;1;CHIGORODÓ
172;7;Masculino;1;CHINÁCOTA
172;8;Masculino;4;CHIGORODÓ
172;8;Masculino;4;CHINÁCOTA
172;9;Masculino;1;CHIGORODÓ
172;9;Masculino;1;CHINÁCOTA
172;10;Masculino;2;CHIGORODÓ
172;10;Masculino;2;CHINÁCOTA
172;11;Masculino;3;CHIGORODÓ
172;11;Masculino;3;CHINÁCOTA
172;12;Masculino;1;CHIGORODÓ
172;12;Masculino;1;CHINÁCOTA
174;1;Masculino;2;CHINCHINÁ
174;1;Masculino;2;CHITAGÁ
174;2;Masculino;1;CHINCHINÁ
174;2;Masculino;1;CHITAGÁ
174;4;Masculino;1;CHINCHINÁ
174;4;Masculino;1;CHITAGÁ
174;5;Masculino;1;CHINCHINÁ
174;5;Masculino;1;CHITAGÁ
174;5;Femenino;1;CHINCHINÁ
174;5;Femenino;1;CHITAGÁ
174;6;Masculino;2;CHINCHINÁ
174;6;Masculino;2;CHITAGÁ
174;8;Masculino;2;CHINCHINÁ
174;8;Masculino;2;CHITAGÁ
174;9;Masculino;1;CHINCHINÁ
174;9;Masculino;1;CHITAGÁ
174;10;Masculino;2;CHINCHINÁ
174;10;Masculino;2;CHITAGÁ
175;3;Masculino;2;CHIMICHAGUA
175;3;Masculino;2;CHÍA
175;8;Masculino;1;CHIMICHAGUA
175;8;Masculino;1;CHÍA
175;8;Femenino;1;CHIMICHAGUA
175;8;Femenino;1;CHÍA
175;9;Masculino;2;CHIMICHAGUA
175;9;Masculino;2;CHÍA
175;11;Masculino;3;CHIMICHAGUA
175;11;Masculino;3;CHÍA
175;12;Masculino;3;CHIMICHAGUA
175;12;Masculino;3;CHÍA
176;1;Masculino;1;CHIQUINQUIRÁ
176;1;Masculino;1;CHIMA
176;3;Masculino;1;CHIQUINQUIRÁ
176;3;Masculino;1;CHIMA
176;9;Masculino;1;CHIQUINQUIRÁ
176;9;Masculino;1;CHIMA
176;11;Masculino;2;CHIQUINQUIRÁ
176;11;Masculino;2;CHIMA
178;4;Masculino;1;CHIRIGUANÁ
178;4;Masculino;1;CHIPAQUE
178;8;Masculino;1;CHIRIGUANÁ
178;8;Masculino;1;CHIPAQUE
178;10;Masculino;1;CHIRIGUANÁ
178;10;Masculino;1;CHIPAQUE
179;3;Femenino;1;CHIPATÁ
180;11;Masculino;1;CHISCAS
182;2;Femenino;1;CHINÚ
182;3;Masculino;2;CHINÚ
182;4;Masculino;1;CHINÚ
182;6;Masculino;1;CHINÚ
182;8;Masculino;1;CHINÚ
183;3;Masculino;1;CHITA
183;3;Masculino;1;CHOCONTÁ
185;3;Masculino;1;CHITARAQUE
189;1;Femenino;1;CIÉNEGA
189;1;Femenino;1;CIÉNAGA DE ORO
189;1;Femenino;1;CIÉNAGA
189;3;Masculino;3;CIÉNEGA
189;3;Masculino;3;CIÉNAGA DE ORO
189;3;Masculino;3;CIÉNAGA
189;4;Masculino;4;CIÉNEGA
189;4;Masculino;4;CIÉNAGA DE ORO
189;4;Masculino;4;CIÉNAGA
189;5;Masculino;2;CIÉNEGA
189;5;Masculino;2;CIÉNAGA DE ORO
189;5;Masculino;2;CIÉNAGA
189;6;Masculino;1;CIÉNEGA
189;6;Masculino;1;CIÉNAGA DE ORO
189;6;Masculino;1;CIÉNAGA
189;7;Masculino;2;CIÉNEGA
189;7;Masculino;2;CIÉNAGA DE ORO
189;7;Masculino;2;CIÉNAGA
189;8;Masculino;1;CIÉNEGA
189;8;Masculino;1;CIÉNAGA DE ORO
189;8;Masculino;1;CIÉNAGA
189;9;Masculino;4;CIÉNEGA
189;9;Masculino;4;CIÉNAGA DE ORO
189;9;Masculino;4;CIÉNAGA
189;10;Masculino;6;CIÉNEGA
189;10;Masculino;6;CIÉNAGA DE ORO
189;10;Masculino;6;CIÉNAGA
189;11;Masculino;5;CIÉNEGA
189;11;Masculino;5;CIÉNAGA DE ORO
189;11;Masculino;5;CIÉNAGA
189;11;Femenino;1;CIÉNEGA
189;11;Femenino;1;CIÉNAGA DE ORO
189;11;Femenino;1;CIÉNAGA
189;12;Masculino;5;CIÉNEGA
189;12;Masculino;5;CIÉNAGA DE ORO
189;12;Masculino;5;CIÉNAGA
190;2;Masculino;3;CISNEROS
190;2;Masculino;3;CIRCASIA
190;2;Masculino;3;CIMITARRA
190;2;Femenino;1;CISNEROS
190;2;Femenino;1;CIRCASIA
190;2;Femenino;1;CIMITARRA
190;3;Masculino;4;CISNEROS
190;3;Masculino;4;CIRCASIA
190;3;Masculino;4;CIMITARRA
190;3;Femenino;1;CISNEROS
190;3;Femenino;1;CIRCASIA
190;3;Femenino;1;CIMITARRA
190;4;Masculino;2;CISNEROS
190;4;Masculino;2;CIRCASIA
190;4;Masculino;2;CIMITARRA
190;5;Masculino;5;CISNEROS
190;5;Masculino;5;CIRCASIA
190;5;Masculino;5;CIMITARRA
190;6;Masculino;2;CISNEROS
190;6;Masculino;2;CIRCASIA
190;6;Masculino;2;CIMITARRA
190;7;Masculino;2;CISNEROS
190;7;Masculino;2;CIRCASIA
190;7;Masculino;2;CIMITARRA
190;8;Masculino;3;CISNEROS
190;8;Masculino;3;CIRCASIA
190;8;Masculino;3;CIMITARRA
190;8;Femenino;1;CISNEROS
190;8;Femenino;1;CIRCASIA
190;8;Femenino;1;CIMITARRA
190;9;Masculino;3;CISNEROS
190;9;Masculino;3;CIRCASIA
190;9;Masculino;3;CIMITARRA
190;10;Masculino;1;CISNEROS
190;10;Masculino;1;CIRCASIA
190;10;Masculino;1;CIMITARRA
190;10;Femenino;1;CISNEROS
190;10;Femenino;1;CIRCASIA
190;10;Femenino;1;CIMITARRA
190;11;Masculino;3;CISNEROS
190;11;Masculino;3;CIRCASIA
190;11;Masculino;3;CIMITARRA
190;12;Masculino;1;CISNEROS
190;12;Masculino;1;CIRCASIA
190;12;Masculino;1;CIMITARRA
190;12;Femenino;1;CISNEROS
190;12;Femenino;1;CIRCASIA
190;12;Femenino;1;CIMITARRA
197;4;Masculino;1;COCORNÁ
197;5;Masculino;1;COCORNÁ
197;7;Masculino;1;COCORNÁ
197;9;Masculino;1;COCORNÁ
200;2;Masculino;1;COGUA
200;2;Masculino;1;MIRAFLORES
200;2;Masculino;1;COELLO
200;3;Masculino;1;COGUA
200;3;Masculino;1;MIRAFLORES
200;3;Masculino;1;COELLO
200;4;Masculino;1;COGUA
200;4;Masculino;1;MIRAFLORES
200;4;Masculino;1;COELLO
200;5;Masculino;1;COGUA
200;5;Masculino;1;MIRAFLORES
200;5;Masculino;1;COELLO
200;6;Masculino;1;COGUA
200;6;Masculino;1;MIRAFLORES
200;6;Masculino;1;COELLO
200;9;Masculino;1;COGUA
200;9;Masculino;1;MIRAFLORES
200;9;Masculino;1;COELLO
200;10;Masculino;1;COGUA
200;10;Masculino;1;MIRAFLORES
200;10;Masculino;1;COELLO
200;11;Masculino;2;COGUA
200;11;Masculino;2;MIRAFLORES
200;11;Masculino;2;COELLO
204;7;Masculino;1;CÓMBITA
204;7;Masculino;1;COLOSO
205;1;Masculino;1;CURILLO
205;1;Masculino;1;CONDOTO
205;1;Masculino;1;CONCORDIA
205;3;Masculino;1;CURILLO
205;3;Masculino;1;CONDOTO
205;3;Masculino;1;CONCORDIA
205;4;Masculino;2;CURILLO
205;4;Masculino;2;CONDOTO
205;4;Masculino;2;CONCORDIA
205;4;Femenino;1;CURILLO
205;4;Femenino;1;CONDOTO
205;4;Femenino;1;CONCORDIA
205;8;Masculino;1;CURILLO
205;8;Masculino;1;CONDOTO
205;8;Masculino;1;CONCORDIA
205;9;Masculino;1;CURILLO
205;9;Masculino;1;CONDOTO
205;9;Masculino;1;CONCORDIA
205;10;Masculino;2;CURILLO
205;10;Masculino;2;CONDOTO
205;10;Masculino;2;CONCORDIA
205;11;Masculino;2;CURILLO
205;11;Masculino;2;CONDOTO
205;11;Masculino;2;CONCORDIA
205;12;Masculino;1;CURILLO
205;12;Masculino;1;CONDOTO
205;12;Masculino;1;CONCORDIA
205;12;Femenino;1;CURILLO
205;12;Femenino;1;CONDOTO
205;12;Femenino;1;CONCORDIA
206;1;Masculino;1;CONCEPCIÓN
206;1;Masculino;1;COLOMBIA
206;1;Masculino;1;CONVENCIÓN
206;2;Masculino;2;CONCEPCIÓN
206;2;Masculino;2;COLOMBIA
206;2;Masculino;2;CONVENCIÓN
206;4;Masculino;5;CONCEPCIÓN
206;4;Masculino;5;COLOMBIA
206;4;Masculino;5;CONVENCIÓN
206;5;Masculino;3;CONCEPCIÓN
206;5;Masculino;3;COLOMBIA
206;5;Masculino;3;CONVENCIÓN
206;6;Masculino;4;CONCEPCIÓN
206;6;Masculino;4;COLOMBIA
206;6;Masculino;4;CONVENCIÓN
206;6;Femenino;1;CONCEPCIÓN
206;6;Femenino;1;COLOMBIA
206;6;Femenino;1;CONVENCIÓN
206;7;Femenino;1;CONCEPCIÓN
206;7;Femenino;1;COLOMBIA
206;7;Femenino;1;CONVENCIÓN
206;8;Masculino;1;CONCEPCIÓN
206;8;Masculino;1;COLOMBIA
206;8;Masculino;1;CONVENCIÓN
206;9;Masculino;1;CONCEPCIÓN
206;9;Masculino;1;COLOMBIA
206;9;Masculino;1;CONVENCIÓN
206;12;Masculino;1;CONCEPCIÓN
206;12;Masculino;1;COLOMBIA
206;12;Masculino;1;CONVENCIÓN
207;10;Masculino;1;CONSACÁ
207;10;Masculino;1;CONCEPCIÓN
209;1;Masculino;3;CONCORDIA
209;1;Masculino;3;CONFINES
209;1;Femenino;1;CONCORDIA
209;1;Femenino;1;CONFINES
209;4;Masculino;1;CONCORDIA
209;4;Masculino;1;CONFINES
209;6;Masculino;2;CONCORDIA
209;6;Masculino;2;CONFINES
209;9;Masculino;1;CONCORDIA
209;9;Masculino;1;CONFINES
209;10;Masculino;1;CONCORDIA
209;10;Masculino;1;CONFINES
209;11;Masculino;2;CONCORDIA
209;11;Masculino;2;CONFINES
209;12;Masculino;3;CONCORDIA
209;12;Masculino;3;CONFINES
209;12;Femenino;1;CONCORDIA
209;12;Femenino;1;CONFINES
210;4;Masculino;2;CONTADERO
210;4;Femenino;2;CONTADERO
210;8;Masculino;1;CONTADERO
212;1;Masculino;9;COPACABANA
212;1;Masculino;9;CÓRDOBA
212;1;Masculino;9;COPER
212;1;Masculino;9;CORINTO
212;1;Masculino;9;CÓRDOBA
212;2;Masculino;10;COPACABANA
212;2;Masculino;10;CÓRDOBA
212;2;Masculino;10;COPER
212;2;Masculino;10;CORINTO
212;2;Masculino;10;CÓRDOBA
212;3;Masculino;11;COPACABANA
212;3;Masculino;11;CÓRDOBA
212;3;Masculino;11;COPER
212;3;Masculino;11;CORINTO
212;3;Masculino;11;CÓRDOBA
212;4;Masculino;9;COPACABANA
212;4;Masculino;9;CÓRDOBA
212;4;Masculino;9;COPER
212;4;Masculino;9;CORINTO
212;4;Masculino;9;CÓRDOBA
212;5;Masculino;3;COPACABANA
212;5;Masculino;3;CÓRDOBA
212;5;Masculino;3;COPER
212;5;Masculino;3;CORINTO
212;5;Masculino;3;CÓRDOBA
212;6;Masculino;7;COPACABANA
212;6;Masculino;7;CÓRDOBA
212;6;Masculino;7;COPER
212;6;Masculino;7;CORINTO
212;6;Masculino;7;CÓRDOBA
212;7;Masculino;8;COPACABANA
212;7;Masculino;8;CÓRDOBA
212;7;Masculino;8;COPER
212;7;Masculino;8;CORINTO
212;7;Masculino;8;CÓRDOBA
212;7;Femenino;1;COPACABANA
212;7;Femenino;1;CÓRDOBA
212;7;Femenino;1;COPER
212;7;Femenino;1;CORINTO
212;7;Femenino;1;CÓRDOBA
212;8;Masculino;7;COPACABANA
212;8;Masculino;7;CÓRDOBA
212;8;Masculino;7;COPER
212;8;Masculino;7;CORINTO
212;8;Masculino;7;CÓRDOBA
212;8;Femenino;1;COPACABANA
212;8;Femenino;1;CÓRDOBA
212;8;Femenino;1;COPER
212;8;Femenino;1;CORINTO
212;8;Femenino;1;CÓRDOBA
212;9;Masculino;6;COPACABANA
212;9;Masculino;6;CÓRDOBA
212;9;Masculino;6;COPER
212;9;Masculino;6;CORINTO
212;9;Masculino;6;CÓRDOBA
212;10;Masculino;6;COPACABANA
212;10;Masculino;6;CÓRDOBA
212;10;Masculino;6;COPER
212;10;Masculino;6;CORINTO
212;10;Masculino;6;CÓRDOBA
212;11;Masculino;5;COPACABANA
212;11;Masculino;5;CÓRDOBA
212;11;Masculino;5;COPER
212;11;Masculino;5;CORINTO
212;11;Masculino;5;CÓRDOBA
212;12;Masculino;5;COPACABANA
212;12;Masculino;5;CÓRDOBA
212;12;Masculino;5;COPER
212;12;Masculino;5;CORINTO
