COD_DEPARTAMENTO;SEXO;MANERA_MUERTE;Muertes;DEPARTAMENTO
5;No Definido;Homicidio;1;ANTIOQUIA
5;No Definido;Homicidio;1;ANTIOQUIA
5;No Definido;Homicidio;1;ANTIOQUIA
5;No Definido;Homicidio;1;ANTIOQUIA
5;No Definido;Homicidio;1;ANTIOQUIA
5;No Definido;Homicidio;1;ANTIOQUIA
5;No Definido;Homicidio;1;ANTIOQUIA
5;No Definido;Homicidio;1;ANTIOQUIA
5;No Definido;Homicidio;1;ANTIOQUIA
5;No Definido;Homicidio;1;ANTIOQUIA
5;No Definido;Homicidio;1;ANTIOQUIA
5;No Definido;Homicidio;1;ANTIOQUIA
5;No Definido;Homicidio;1;ANTIOQUIA
5;No Definido;Homicidio;1;ANTIOQUIA
5;No Definido;Homicidio;1;ANTIOQUIA
5;No Definido;Homicidio;1;ANTIOQUIA
5;No Definido;Homicidio;1;ANTIOQUIA
5;No Definido;Homicidio;1;ANTIOQUIA
5;No Definido;Homicidio;1;ANTIOQUIA
5;No Definido;Homicidio;1;ANTIOQUIA
5;No Definido;Homicidio;1;ANTIOQUIA
5;No Definido;Homicidio;1;ANTIOQUIA
5;No Definido;Homicidio;1;ANTIOQUIA
5;No Definido;Homicidio;1;ANTIOQUIA
5;No Definido;Homicidio;1;ANTIOQUIA
5;No Definido;Homicidio;1;ANTIOQUIA
5;No Definido;Homicidio;1;ANTIOQUIA
5;No Definido;Homicidio;1;ANTIOQUIA
5;No Definido;Homicidio;1;ANTIOQUIA
5;No Definido;Homicidio;1;ANTIOQUIA
5;No Definido;Homicidio;1;ANTIOQUIA
5;No Definido;Homicidio;1;ANTIOQUIA
5;No Definido;Homicidio;1;ANTIOQUIA
5;No Definido;Homicidio;1;ANTIOQUIA
5;No Definido;Homicidio;1;ANTIOQUIA
5;No Definido;Homicidio;1;ANTIOQUIA
5;No Definido;Homicidio;1;ANTIOQUIA
5;No Definido;Homicidio;1;ANTIOQUIA
5;No Definido;Homicidio;1;ANTIOQUIA
5;No Definido;Homicidio;1;ANTIOQUIA
5;No Definido;Homicidio;1;ANTIOQUIA
5;No Definido;Homicidio;1;ANTIOQUIA
5;No Definido;Homicidio;1;ANTIOQUIA
5;No Definido;Homicidio;1;ANTIOQUIA
5;No Definido;Homicidio;1;ANTIOQUIA
5;No Definido;Homicidio;1;ANTIOQUIA
5;No Definido;Homicidio;1;ANTIOQUIA
5;No Definido;Homicidio;1;ANTIOQUIA
5;No Definido;Homicidio;1;ANTIOQUIA
5;No Definido;Homicidio;1;ANTIOQUIA
5;No Definido;Homicidio;1;ANTIOQUIA
5;No Definido;Homicidio;1;ANTIOQUIA
5;No Definido;Homicidio;1;ANTIOQUIA
5;No Definido;Homicidio;1;ANTIOQUIA
5;No Definido;Homicidio;1;ANTIOQUIA
5;No Definido;Homicidio;1;ANTIOQUIA
5;No Definido;Homicidio;1;ANTIOQUIA
5;No Definido;Homicidio;1;ANTIOQUIA
5;No Definido;Homicidio;1;ANTIOQUIA
5;No Definido;Homicidio;1;ANTIOQUIA
5;No Definido;Homicidio;1;ANTIOQUIA
5;No Definido;Homicidio;1;ANTIOQUIA
5;No Definido;Homicidio;1;ANTIOQUIA
5;No Definido;Homicidio;1;ANTIOQUIA
5;No Definido;Homicidio;1;ANTIOQUIA
5;No Definido;Homicidio;1;ANTIOQUIA
5;No Definido;Homicidio;1;ANTIOQUIA
5;No Definido;Homicidio;1;ANTIOQUIA
5;No Definido;Homicidio;1;ANTIOQUIA
5;No Definido;Homicidio;1;ANTIOQUIA
5;No Definido;Homicidio;1;ANTIOQUIA
5;No Definido;Homicidio;1;ANTIOQUIA
5;No Definido;Homicidio;1;ANTIOQUIA
5;No Definido;Homicidio;1;ANTIOQUIA
5;No Definido;Homicidio;1;ANTIOQUIA
5;No Definido;Homicidio;1;ANTIOQUIA
5;No Definido;Homicidio;1;ANTIOQUIA
5;No Definido;Homicidio;1;ANTIOQUIA
5;No Definido;Homicidio;1;ANTIOQUIA
5;No Definido;Homicidio;1;ANTIOQUIA
5;No Definido;Homicidio;1;ANTIOQUIA
5;No Definido;Homicidio;1;ANTIOQUIA
5;No Definido;Homicidio;1;ANTIOQUIA
5;No Definido;Homicidio;1;ANTIOQUIA
5;No Definido;Homicidio;1;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
5;No Definido;Sin Determinar;13;ANTIOQUIA
8;Masculino;Accidente;358;ATLÁNTICO
8;Masculino;Accidente;358;ATLÁNTICO
8;Masculino;Accidente;358;ATLÁNTICO
8;Masculino;Accidente;358;ATLÁNTICO
8;Masculino;Accidente;358;ATLÁNTICO
8;Masculino;Accidente;358;ATLÁNTICO
8;Masculino;Accidente;358;ATLÁNTICO
8;Masculino;Accidente;358;ATLÁNTICO
8;Masculino;Accidente;358;ATLÁNTICO
8;Masculino;Accidente;358;ATLÁNTICO
8;Masculino;Accidente;358;ATLÁNTICO
8;Masculino;Accidente;358;ATLÁNTICO
8;Masculino;Accidente;358;ATLÁNTICO
8;Masculino;Accidente;358;ATLÁNTICO
8;Masculino;Accidente;358;ATLÁNTICO
8;Masculino;Accidente;358;ATLÁNTICO
8;Masculino;Accidente;358;ATLÁNTICO
8;Masculino;Accidente;358;ATLÁNTICO
8;Masculino;Accidente;358;ATLÁNTICO
8;Masculino;Accidente;358;ATLÁNTICO
8;Masculino;Accidente;358;ATLÁNTICO
8;Masculino;Accidente;358;ATLÁNTICO
8;Masculino;Accidente;358;BARRANQUILLA D.E.
8;Masculino;Estudio;31;ATLÁNTICO
8;Masculino;Estudio;31;ATLÁNTICO
8;Masculino;Estudio;31;ATLÁNTICO
8;Masculino;Estudio;31;ATLÁNTICO
8;Masculino;Estudio;31;ATLÁNTICO
8;Masculino;Estudio;31;ATLÁNTICO
8;Masculino;Estudio;31;ATLÁNTICO
8;Masculino;Estudio;31;ATLÁNTICO
8;Masculino;Estudio;31;ATLÁNTICO
8;Masculino;Estudio;31;ATLÁNTICO
8;Masculino;Estudio;31;ATLÁNTICO
8;Masculino;Estudio;31;ATLÁNTICO
8;Masculino;Estudio;31;ATLÁNTICO
8;Masculino;Estudio;31;ATLÁNTICO
8;Masculino;Estudio;31;ATLÁNTICO
8;Masculino;Estudio;31;ATLÁNTICO
8;Masculino;Estudio;31;ATLÁNTICO
8;Masculino;Estudio;31;ATLÁNTICO
8;Masculino;Estudio;31;ATLÁNTICO
8;Masculino;Estudio;31;ATLÁNTICO
8;Masculino;Estudio;31;ATLÁNTICO
8;Masculino;Estudio;31;ATLÁNTICO
8;Masculino;Estudio;31;BARRANQUILLA D.E.
8;Masculino;Homicidio;507;ATLÁNTICO
8;Masculino;Homicidio;507;ATLÁNTICO
8;Masculino;Homicidio;507;ATLÁNTICO
8;Masculino;Homicidio;507;ATLÁNTICO
8;Masculino;Homicidio;507;ATLÁNTICO
8;Masculino;Homicidio;507;ATLÁNTICO
8;Masculino;Homicidio;507;ATLÁNTICO
8;Masculino;Homicidio;507;ATLÁNTICO
8;Masculino;Homicidio;507;ATLÁNTICO
8;Masculino;Homicidio;507;ATLÁNTICO
8;Masculino;Homicidio;507;ATLÁNTICO
8;Masculino;Homicidio;507;ATLÁNTICO
8;Masculino;Homicidio;507;ATLÁNTICO
8;Masculino;Homicidio;507;ATLÁNTICO
8;Masculino;Homicidio;507;ATLÁNTICO
8;Masculino;Homicidio;507;ATLÁNTICO
8;Masculino;Homicidio;507;ATLÁNTICO
8;Masculino;Homicidio;507;ATLÁNTICO
8;Masculino;Homicidio;507;ATLÁNTICO
8;Masculino;Homicidio;507;ATLÁNTICO
8;Masculino;Homicidio;507;ATLÁNTICO
8;Masculino;Homicidio;507;ATLÁNTICO
8;Masculino;Homicidio;507;BARRANQUILLA D.E.
8;Masculino;Natural;6748;ATLÁNTICO
8;Masculino;Natural;6748;ATLÁNTICO
8;Masculino;Natural;6748;ATLÁNTICO
8;Masculino;Natural;6748;ATLÁNTICO
8;Masculino;Natural;6748;ATLÁNTICO
8;Masculino;Natural;6748;ATLÁNTICO
8;Masculino;Natural;6748;ATLÁNTICO
8;Masculino;Natural;6748;ATLÁNTICO
8;Masculino;Natural;6748;ATLÁNTICO
8;Masculino;Natural;6748;ATLÁNTICO
8;Masculino;Natural;6748;ATLÁNTICO
8;Masculino;Natural;6748;ATLÁNTICO
8;Masculino;Natural;6748;ATLÁNTICO
8;Masculino;Natural;6748;ATLÁNTICO
8;Masculino;Natural;6748;ATLÁNTICO
8;Masculino;Natural;6748;ATLÁNTICO
8;Masculino;Natural;6748;ATLÁNTICO
8;Masculino;Natural;6748;ATLÁNTICO
8;Masculino;Natural;6748;ATLÁNTICO
8;Masculino;Natural;6748;ATLÁNTICO
8;Masculino;Natural;6748;ATLÁNTICO
8;Masculino;Natural;6748;ATLÁNTICO
8;Masculino;Natural;6748;BARRANQUILLA D.E.
8;Masculino;Sin Determinar;63;ATLÁNTICO
8;Masculino;Sin Determinar;63;ATLÁNTICO
8;Masculino;Sin Determinar;63;ATLÁNTICO
8;Masculino;Sin Determinar;63;ATLÁNTICO
8;Masculino;Sin Determinar;63;ATLÁNTICO
8;Masculino;Sin Determinar;63;ATLÁNTICO
8;Masculino;Sin Determinar;63;ATLÁNTICO
8;Masculino;Sin Determinar;63;ATLÁNTICO
8;Masculino;Sin Determinar;63;ATLÁNTICO
8;Masculino;Sin Determinar;63;ATLÁNTICO
8;Masculino;Sin Determinar;63;ATLÁNTICO
8;Masculino;Sin Determinar;63;ATLÁNTICO
8;Masculino;Sin Determinar;63;ATLÁNTICO
8;Masculino;Sin Determinar;63;ATLÁNTICO
8;Masculino;Sin Determinar;63;ATLÁNTICO
8;Masculino;Sin Determinar;63;ATLÁNTICO
8;Masculino;Sin Determinar;63;ATLÁNTICO
8;Masculino;Sin Determinar;63;ATLÁNTICO
8;Masculino;Sin Determinar;63;ATLÁNTICO
8;Masculino;Sin Determinar;63;ATLÁNTICO
8;Masculino;Sin Determinar;63;ATLÁNTICO
8;Masculino;Sin Determinar;63;ATLÁNTICO
8;Masculino;Sin Determinar;63;BARRANQUILLA D.E.
8;Masculino;Suicidio;72;ATLÁNTICO
8;Masculino;Suicidio;72;ATLÁNTICO
8;Masculino;Suicidio;72;ATLÁNTICO
8;Masculino;Suicidio;72;ATLÁNTICO
8;Masculino;Suicidio;72;ATLÁNTICO
8;Masculino;Suicidio;72;ATLÁNTICO
8;Masculino;Suicidio;72;ATLÁNTICO
8;Masculino;Suicidio;72;ATLÁNTICO
8;Masculino;Suicidio;72;ATLÁNTICO
8;Masculino;Suicidio;72;ATLÁNTICO
8;Masculino;Suicidio;72;ATLÁNTICO
8;Masculino;Suicidio;72;ATLÁNTICO
8;Masculino;Suicidio;72;ATLÁNTICO
8;Masculino;Suicidio;72;ATLÁNTICO
8;Masculino;Suicidio;72;ATLÁNTICO
8;Masculino;Suicidio;72;ATLÁNTICO
8;Masculino;Suicidio;72;ATLÁNTICO
8;Masculino;Suicidio;72;ATLÁNTICO
8;Masculino;Suicidio;72;ATLÁNTICO
8;Masculino;Suicidio;72;ATLÁNTICO
8;Masculino;Suicidio;72;ATLÁNTICO
8;Masculino;Suicidio;72;ATLÁNTICO
8;Masculino;Suicidio;72;BARRANQUILLA D.E.
8;Femenino;Accidente;127;ATLÁNTICO
8;Femenino;Accidente;127;ATLÁNTICO
8;Femenino;Accidente;127;ATLÁNTICO
8;Femenino;Accidente;127;ATLÁNTICO
8;Femenino;Accidente;127;ATLÁNTICO
8;Femenino;Accidente;127;ATLÁNTICO
8;Femenino;Accidente;127;ATLÁNTICO
8;Femenino;Accidente;127;ATLÁNTICO
8;Femenino;Accidente;127;ATLÁNTICO
8;Femenino;Accidente;127;ATLÁNTICO
8;Femenino;Accidente;127;ATLÁNTICO
8;Femenino;Accidente;127;ATLÁNTICO
8;Femenino;Accidente;127;ATLÁNTICO
8;Femenino;Accidente;127;ATLÁNTICO
8;Femenino;Accidente;127;ATLÁNTICO
8;Femenino;Accidente;127;ATLÁNTICO
8;Femenino;Accidente;127;ATLÁNTICO
8;Femenino;Accidente;127;ATLÁNTICO
8;Femenino;Accidente;127;ATLÁNTICO
8;Femenino;Accidente;127;ATLÁNTICO
8;Femenino;Accidente;127;ATLÁNTICO
8;Femenino;Accidente;127;ATLÁNTICO
8;Femenino;Accidente;127;BARRANQUILLA D.E.
8;Femenino;Estudio;7;ATLÁNTICO
8;Femenino;Estudio;7;ATLÁNTICO
8;Femenino;Estudio;7;ATLÁNTICO
8;Femenino;Estudio;7;ATLÁNTICO
8;Femenino;Estudio;7;ATLÁNTICO
8;Femenino;Estudio;7;ATLÁNTICO
8;Femenino;Estudio;7;ATLÁNTICO
8;Femenino;Estudio;7;ATLÁNTICO
8;Femenino;Estudio;7;ATLÁNTICO
8;Femenino;Estudio;7;ATLÁNTICO
8;Femenino;Estudio;7;ATLÁNTICO
8;Femenino;Estudio;7;ATLÁNTICO
8;Femenino;Estudio;7;ATLÁNTICO
8;Femenino;Estudio;7;ATLÁNTICO
8;Femenino;Estudio;7;ATLÁNTICO
8;Femenino;Estudio;7;ATLÁNTICO
8;Femenino;Estudio;7;ATLÁNTICO
8;Femenino;Estudio;7;ATLÁNTICO
8;Femenino;Estudio;7;ATLÁNTICO
8;Femenino;Estudio;7;ATLÁNTICO
8;Femenino;Estudio;7;ATLÁNTICO
8;Femenino;Estudio;7;ATLÁNTICO
8;Femenino;Estudio;7;BARRANQUILLA D.E.
8;Femenino;Homicidio;52;ATLÁNTICO
8;Femenino;Homicidio;52;ATLÁNTICO
8;Femenino;Homicidio;52;ATLÁNTICO
8;Femenino;Homicidio;52;ATLÁNTICO
8;Femenino;Homicidio;52;ATLÁNTICO
8;Femenino;Homicidio;52;ATLÁNTICO
8;Femenino;Homicidio;52;ATLÁNTICO
8;Femenino;Homicidio;52;ATLÁNTICO
8;Femenino;Homicidio;52;ATLÁNTICO
8;Femenino;Homicidio;52;ATLÁNTICO
8;Femenino;Homicidio;52;ATLÁNTICO
8;Femenino;Homicidio;52;ATLÁNTICO
8;Femenino;Homicidio;52;ATLÁNTICO
8;Femenino;Homicidio;52;ATLÁNTICO
8;Femenino;Homicidio;52;ATLÁNTICO
8;Femenino;Homicidio;52;ATLÁNTICO
8;Femenino;Homicidio;52;ATLÁNTICO
8;Femenino;Homicidio;52;ATLÁNTICO
8;Femenino;Homicidio;52;ATLÁNTICO
8;Femenino;Homicidio;52;ATLÁNTICO
8;Femenino;Homicidio;52;ATLÁNTICO
8;Femenino;Homicidio;52;ATLÁNTICO
8;Femenino;Homicidio;52;BARRANQUILLA D.E.
8;Femenino;Natural;6802;ATLÁNTICO
8;Femenino;Natural;6802;ATLÁNTICO
8;Femenino;Natural;6802;ATLÁNTICO
8;Femenino;Natural;6802;ATLÁNTICO
8;Femenino;Natural;6802;ATLÁNTICO
8;Femenino;Natural;6802;ATLÁNTICO
8;Femenino;Natural;6802;ATLÁNTICO
8;Femenino;Natural;6802;ATLÁNTICO
8;Femenino;Natural;6802;ATLÁNTICO
8;Femenino;Natural;6802;ATLÁNTICO
8;Femenino;Natural;6802;ATLÁNTICO
8;Femenino;Natural;6802;ATLÁNTICO
8;Femenino;Natural;6802;ATLÁNTICO
8;Femenino;Natural;6802;ATLÁNTICO
8;Femenino;Natural;6802;ATLÁNTICO
8;Femenino;Natural;6802;ATLÁNTICO
8;Femenino;Natural;6802;ATLÁNTICO
8;Femenino;Natural;6802;ATLÁNTICO
8;Femenino;Natural;6802;ATLÁNTICO
8;Femenino;Natural;6802;ATLÁNTICO
8;Femenino;Natural;6802;ATLÁNTICO
8;Femenino;Natural;6802;ATLÁNTICO
8;Femenino;Natural;6802;BARRANQUILLA D.E.
8;Femenino;Sin Determinar;30;ATLÁNTICO
8;Femenino;Sin Determinar;30;ATLÁNTICO
8;Femenino;Sin Determinar;30;ATLÁNTICO
8;Femenino;Sin Determinar;30;ATLÁNTICO
8;Femenino;Sin Determinar;30;ATLÁNTICO
8;Femenino;Sin Determinar;30;ATLÁNTICO
8;Femenino;Sin Determinar;30;ATLÁNTICO
8;Femenino;Sin Determinar;30;ATLÁNTICO
8;Femenino;Sin Determinar;30;ATLÁNTICO
8;Femenino;Sin Determinar;30;ATLÁNTICO
8;Femenino;Sin Determinar;30;ATLÁNTICO
8;Femenino;Sin Determinar;30;ATLÁNTICO
8;Femenino;Sin Determinar;30;ATLÁNTICO
8;Femenino;Sin Determinar;30;ATLÁNTICO
8;Femenino;Sin Determinar;30;ATLÁNTICO
8;Femenino;Sin Determinar;30;ATLÁNTICO
8;Femenino;Sin Determinar;30;ATLÁNTICO
8;Femenino;Sin Determinar;30;ATLÁNTICO
8;Femenino;Sin Determinar;30;ATLÁNTICO
8;Femenino;Sin Determinar;30;ATLÁNTICO
8;Femenino;Sin Determinar;30;ATLÁNTICO
8;Femenino;Sin Determinar;30;ATLÁNTICO
8;Femenino;Sin Determinar;30;BARRANQUILLA D.E.
8;Femenino;Suicidio;7;ATLÁNTICO
8;Femenino;Suicidio;7;ATLÁNTICO
8;Femenino;Suicidio;7;ATLÁNTICO
8;Femenino;Suicidio;7;ATLÁNTICO
8;Femenino;Suicidio;7;ATLÁNTICO
8;Femenino;Suicidio;7;ATLÁNTICO
8;Femenino;Suicidio;7;ATLÁNTICO
8;Femenino;Suicidio;7;ATLÁNTICO
8;Femenino;Suicidio;7;ATLÁNTICO
8;Femenino;Suicidio;7;ATLÁNTICO
8;Femenino;Suicidio;7;ATLÁNTICO
8;Femenino;Suicidio;7;ATLÁNTICO
8;Femenino;Suicidio;7;ATLÁNTICO
8;Femenino;Suicidio;7;ATLÁNTICO
8;Femenino;Suicidio;7;ATLÁNTICO
8;Femenino;Suicidio;7;ATLÁNTICO
8;Femenino;Suicidio;7;ATLÁNTICO
8;Femenino;Suicidio;7;ATLÁNTICO
8;Femenino;Suicidio;7;ATLÁNTICO
8;Femenino;Suicidio;7;ATLÁNTICO
8;Femenino;Suicidio;7;ATLÁNTICO
8;Femenino;Suicidio;7;ATLÁNTICO
8;Femenino;Suicidio;7;BARRANQUILLA D.E.
11;Masculino;Accidente;844;BOGOTÁ, D.C.
11;Masculino;Estudio;217;BOGOTÁ, D.C.
11;Masculino;Homicidio;1037;BOGOTÁ, D.C.
11;Masculino;Natural;17362;BOGOTÁ, D.C.
11;Masculino;Sin Determinar;268;BOGOTÁ, D.C.
11;Masculino;Suicidio;330;BOGOTÁ, D.C.
11;Femenino;Accidente;323;BOGOTÁ, D.C.
11;Femenino;Estudio;122;BOGOTÁ, D.C.
11;Femenino;Homicidio;110;BOGOTÁ, D.C.
11;Femenino;Natural;17933;BOGOTÁ, D.C.
11;Femenino;Sin Determinar;89;BOGOTÁ, D.C.
11;Femenino;Suicidio;102;BOGOTÁ, D.C.
11;No Definido;Accidente;1;BOGOTÁ, D.C.
11;No Definido;Estudio;9;BOGOTÁ, D.C.
11;No Definido;Homicidio;7;BOGOTÁ, D.C.
11;No Definido;Sin Determinar;6;BOGOTÁ, D.C.
13;Masculino;Accidente;267;BOLÍVAR
13;Masculino;Accidente;267;BOLÍVAR
13;Masculino;Accidente;267;BOLÍVAR
13;Masculino;Accidente;267;BOLÍVAR
13;Masculino;Accidente;267;BOLÍVAR
13;Masculino;Accidente;267;BOLÍVAR
13;Masculino;Accidente;267;BOLÍVAR
13;Masculino;Accidente;267;BOLÍVAR
13;Masculino;Accidente;267;BOLÍVAR
13;Masculino;Accidente;267;BOLÍVAR
13;Masculino;Accidente;267;BOLÍVAR
13;Masculino;Accidente;267;BOLÍVAR
13;Masculino;Accidente;267;BOLÍVAR
13;Masculino;Accidente;267;BOLÍVAR
13;Masculino;Accidente;267;BOLÍVAR
13;Masculino;Accidente;267;BOLÍVAR
13;Masculino;Accidente;267;BOLÍVAR
13;Masculino;Accidente;267;BOLÍVAR
13;Masculino;Accidente;267;BOLÍVAR
13;Masculino;Accidente;267;BOLÍVAR
13;Masculino;Accidente;267;BOLÍVAR
13;Masculino;Accidente;267;BOLÍVAR
13;Masculino;Accidente;267;BOLÍVAR
13;Masculino;Accidente;267;BOLÍVAR
13;Masculino;Accidente;267;BOLÍVAR
13;Masculino;Accidente;267;BOLÍVAR
13;Masculino;Accidente;267;BOLÍVAR
13;Masculino;Accidente;267;BOLÍVAR
13;Masculino;Accidente;267;BOLÍVAR
13;Masculino;Accidente;267;BOLÍVAR
13;Masculino;Accidente;267;BOLÍVAR
13;Masculino;Accidente;267;BOLÍVAR
13;Masculino;Accidente;267;BOLÍVAR
13;Masculino;Accidente;267;BOLÍVAR
13;Masculino;Accidente;267;BOLÍVAR
13;Masculino;Accidente;267;BOLÍVAR
13;Masculino;Accidente;267;BOLÍVAR
13;Masculino;Accidente;267;BOLÍVAR
13;Masculino;Accidente;267;BOLÍVAR
13;Masculino;Accidente;267;BOLÍVAR
13;Masculino;Accidente;267;BOLÍVAR
13;Masculino;Accidente;267;BOLÍVAR
13;Masculino;Accidente;267;BOLÍVAR
13;Masculino;Accidente;267;BOLÍVAR
13;Masculino;Accidente;267;BOLÍVAR
13;Masculino;Accidente;267;CARTAGENA D.T. Y C.
13;Masculino;Estudio;14;BOLÍVAR
13;Masculino;Estudio;14;BOLÍVAR
13;Masculino;Estudio;14;BOLÍVAR
